date,tweets_published,impressions,engagements,engagement_rate,retweets,replies,likes,user_profile_clicks,url_clicks,hashtag_clicks,detail_expands,permalink_clicks,app_opens,app_installs,follows,email_tweet,dial_phone,media_views,media_engagements,promoted_impressions,promoted_engagements,promoted_engagement_rate,promoted_retweets,promoted_replies,promoted_likes,promoted_user_profile_clicks,promoted_url_clicks,promoted_hashtag_clicks,promoted_detail_expands,promoted_permalink_clicks,promoted_app_opens,promoted_app_installs,promoted_follows,promoted_email_tweet,promoted_dial_phone,promoted_media_views,promoted_media_engagements
2021-06-13,0,114,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-14,3,5892,65,0.0110319076714188,12,0,17,5,0,2,11,0,0,0,0,0,0,24,18,,,,,,,,,,,,,,,,,,
2021-06-15,0,3132,37,0.0118135376756066,2,1,5,4,0,0,12,0,0,0,0,0,0,15,13,,,,,,,,,,,,,,,,,,
2021-06-16,0,833,9,0.0108043217286914,0,0,0,1,1,0,4,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
2021-06-17,1,4070,78,0.0191646191646191,9,0,22,3,7,0,14,0,0,0,0,0,0,26,23,,,,,,,,,,,,,,,,,,
2021-06-18,0,4637,28,0.0060383868880741,5,0,5,2,1,0,5,0,0,0,0,0,0,11,10,,,,,,,,,,,,,,,,,,
2021-06-19,0,447,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-06-20,0,309,3,0.0097087378640776,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-06-21,1,767,12,0.0156453715775749,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-22,1,3358,22,0.0065515187611673,3,0,4,2,9,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-23,0,3343,2,0.0005982650314089,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-06-24,0,261,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-25,0,253,2,0.0079051383399209,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,
2021-06-26,0,247,3,0.0121457489878542,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-27,0,184,3,0.0163043478260869,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
2021-06-28,0,326,3,0.00920245398773,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
2021-06-29,2,4302,59,0.0137145513714551,11,0,17,2,15,1,6,0,0,0,0,0,0,8,7,,,,,,,,,,,,,,,,,,
2021-06-30,2,2910,35,0.0120274914089347,2,2,10,2,1,0,10,0,0,0,0,0,0,15,8,,,,,,,,,,,,,,,,,,
2021-07-01,3,2219,17,0.0076611086074808,3,0,5,1,6,0,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,
2021-07-02,1,618,12,0.0194174757281553,1,1,4,1,1,0,4,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,
2021-07-03,0,213,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-04,0,180,1,0.0055555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-07-05,0,351,12,0.0341880341880341,2,0,5,0,1,0,2,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
2021-07-06,2,1354,12,0.0088626292466765,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-07,3,4230,47,0.0111111111111111,7,2,16,3,2,1,15,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-07-08,1,1820,14,0.0076923076923076,4,0,1,0,3,0,2,0,0,0,0,0,0,6,4,,,,,,,,,,,,,,,,,,
2021-07-09,2,1151,12,0.0104257167680278,2,0,2,1,1,0,4,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
2021-07-10,0,290,8,0.0275862068965517,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-11,0,179,1,0.0055865921787709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-07-12,0,365,9,0.0246575342465753,1,0,1,1,1,0,3,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
2021-07-13,1,368,9,0.0244565217391304,2,0,2,0,2,0,1,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,
2021-07-14,0,379,8,0.021108179419525,0,0,0,1,1,0,3,0,0,0,0,0,0,4,3,,,,,,,,,,,,,,,,,,
2021-07-15,2,4530,51,0.0112582781456953,12,0,15,6,2,5,7,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
2021-07-16,3,4829,64,0.0132532615448332,6,0,19,3,7,0,26,0,0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,
2021-07-17,1,1478,26,0.0175913396481732,2,1,1,8,4,1,6,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
2021-07-18,0,306,10,0.0326797385620915,3,0,2,1,1,0,2,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-07-19,4,3666,75,0.0204582651391162,8,1,15,6,2,3,26,0,0,0,0,0,0,174,14,,,,,,,,,,,,,,,,,,
2021-07-20,2,3967,36,0.0090748676581799,4,0,10,1,1,0,8,0,0,0,0,0,0,34,12,,,,,,,,,,,,,,,,,,
2021-07-21,5,5151,68,0.0132013201320132,9,0,13,7,7,0,25,0,0,0,0,0,0,14,7,,,,,,,,,,,,,,,,,,
2021-07-22,0,1094,8,0.0073126142595978,3,0,2,0,0,0,3,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-07-23,0,457,17,0.037199124726477,3,1,2,0,3,0,5,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
2021-07-24,0,242,4,0.0165289256198347,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-25,0,263,3,0.0114068441064638,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-07-26,3,2094,51,0.0243553008595988,8,0,11,3,6,0,15,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,
2021-07-27,5,3527,42,0.0119081372271051,2,2,18,6,1,0,12,0,0,0,0,0,0,8,1,,,,,,,,,,,,,,,,,,
2021-07-28,2,1699,12,0.0070629782224838,1,1,6,0,0,1,2,0,0,0,0,0,0,10,1,,,,,,,,,,,,,,,,,,
2021-07-29,0,1338,20,0.014947683109118,2,1,8,1,3,0,2,0,0,0,0,0,0,9,3,,,,,,,,,,,,,,,,,,
2021-07-30,0,409,3,0.0073349633251833,0,0,0,0,2,0,1,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,
2021-07-31,0,251,1,0.0039840637450199,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-08-01,0,205,1,0.0048780487804878,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-08-02,2,1751,15,0.0085665334094802,7,0,3,0,2,0,0,0,0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,
2021-08-03,2,2285,26,0.011378555798687,4,0,4,2,1,0,10,0,0,0,0,0,0,6,5,,,,,,,,,,,,,,,,,,
2021-08-04,1,3119,44,0.0141070856043603,5,1,14,4,4,3,4,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,
2021-08-05,4,3790,36,0.0094986807387862,5,0,9,5,3,0,8,0,0,0,0,0,0,142,6,,,,,,,,,,,,,,,,,,
2021-08-06,0,677,13,0.0192023633677991,0,0,1,6,1,0,1,0,0,0,0,0,0,13,4,,,,,,,,,,,,,,,,,,
2021-08-07,0,224,4,0.0178571428571428,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,
2021-08-08,1,1740,29,0.0166666666666666,3,0,6,7,0,2,8,0,0,0,0,0,0,159,3,,,,,,,,,,,,,,,,,,
2021-08-09,7,4917,45,0.0091519219035997,5,4,3,3,6,1,16,0,0,0,0,0,0,52,7,,,,,,,,,,,,,,,,,,
2021-08-10,3,821,11,0.0133982947624847,2,0,5,1,1,0,1,0,0,0,0,0,0,32,1,,,,,,,,,,,,,,,,,,
2021-08-11,1,5103,45,0.0088183421516754,7,0,14,10,10,0,2,0,0,0,0,0,0,395,2,,,,,,,,,,,,,,,,,,
2021-08-12,1,2315,19,0.0082073434125269,2,0,4,4,1,5,2,0,0,0,0,0,0,60,1,,,,,,,,,,,,,,,,,,
2021-08-13,3,4644,58,0.0124892334194659,4,1,7,7,3,7,23,0,0,0,0,0,0,150,6,,,,,,,,,,,,,,,,,,
2021-08-14,0,371,2,0.0053908355795148,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,,,,,,,,,,,,,,,,,,
2021-08-15,0,318,4,0.0125786163522012,0,0,0,2,0,0,1,0,0,0,0,0,0,8,1,,,,,,,,,,,,,,,,,,
2021-08-16,2,5986,38,0.0063481456732375,6,0,6,3,6,4,6,0,0,0,0,0,0,24,7,,,,,,,,,,,,,,,,,,
2021-08-17,3,5452,66,0.012105649303008,9,0,25,11,2,1,13,0,0,0,0,0,0,135,5,,,,,,,,,,,,,,,,,,
2021-08-18,3,6807,68,0.0099897164683414,11,1,19,2,2,9,14,0,0,0,0,0,0,383,10,,,,,,,,,,,,,,,,,,
2021-08-19,2,5162,44,0.0085238279736536,9,0,16,2,3,3,5,0,0,0,0,0,0,83,6,,,,,,,,,,,,,,,,,,
2021-08-20,1,3454,24,0.0069484655471916,5,0,13,3,0,0,1,0,0,0,0,0,0,18,2,,,,,,,,,,,,,,,,,,
2021-08-21,0,943,18,0.0190880169671261,2,1,9,1,0,0,4,0,0,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,
2021-08-22,0,522,13,0.0249042145593869,3,0,10,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
2021-08-23,2,1974,39,0.019756838905775,4,1,11,8,4,5,4,0,0,0,0,0,0,21,2,,,,,,,,,,,,,,,,,,
2021-08-24,0,1109,11,0.0099188458070333,0,0,4,3,0,0,3,0,0,0,0,0,0,12,1,,,,,,,,,,,,,,,,,,
2021-08-25,2,3238,49,0.0151327980234712,4,1,12,3,3,0,15,0,0,0,0,0,0,22,11,,,,,,,,,,,,,,,,,,
2021-08-26,1,3194,52,0.0162805259862241,9,1,23,3,5,1,7,0,0,0,0,0,0,9,3,,,,,,,,,,,,,,,,,,
2021-08-27,3,2227,29,0.0130220026942074,2,1,9,1,2,0,10,0,0,0,0,0,0,9,4,,,,,,,,,,,,,,,,,,
2021-08-28,0,458,2,0.0043668122270742,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-08-29,0,245,7,0.0285714285714285,1,0,5,1,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-08-30,0,374,7,0.0187165775401069,1,0,4,0,1,0,1,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,
2021-08-31,1,19131,309,0.0161517955151325,22,1,39,27,96,3,81,0,0,0,0,0,0,44,40,,,,,,,,,,,,,,,,,,
2021-09-01,1,15323,166,0.0108333877178098,8,1,21,7,66,2,30,0,0,0,0,0,0,33,31,,,,,,,,,,,,,,,,,,
2021-09-02,2,13948,168,0.012044737596788,9,2,23,10,30,2,39,0,0,0,0,0,0,55,53,,,,,,,,,,,,,,,,,,
2021-09-03,5,3863,87,0.0225213564587108,5,4,19,6,13,3,21,0,0,0,0,0,0,20,16,,,,,,,,,,,,,,,,,,
2021-09-04,0,936,19,0.0202991452991453,0,0,3,3,4,3,3,0,0,0,0,0,0,6,3,,,,,,,,,,,,,,,,,,
2021-09-05,0,641,16,0.0249609984399376,1,0,0,1,5,0,8,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-09-06,5,1294,49,0.0378670788253477,10,1,14,2,7,5,9,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,
2021-09-07,7,3638,94,0.0258383727322704,5,4,24,5,8,2,25,0,0,0,0,0,0,81,21,,,,,,,,,,,,,,,,,,
2021-09-08,10,5523,202,0.0365743255477095,17,7,35,13,12,27,86,0,0,0,0,0,0,15,5,,,,,,,,,,,,,,,,,,
2021-09-09,11,4481,118,0.0263334077214907,13,7,24,6,16,12,30,0,0,0,0,0,0,11,10,,,,,,,,,,,,,,,,,,
2021-09-10,8,4427,92,0.0207815676530381,10,9,14,2,10,9,32,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,
2021-09-11,0,1254,24,0.0191387559808612,3,0,5,7,5,1,1,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
2021-09-12,5,1797,40,0.0222593210907067,5,5,11,2,1,2,13,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,
2021-09-13,10,7222,240,0.0332317917474383,22,7,54,32,30,20,72,0,0,0,0,0,0,74,3,,,,,,,,,,,,,,,,,,
2021-09-14,18,12004,300,0.0249916694435188,16,9,76,26,34,22,61,0,0,0,0,0,0,121,56,,,,,,,,,,,,,,,,,,
2021-09-15,9,10456,314,0.0300306044376434,20,5,73,28,32,12,75,0,0,0,0,0,0,95,69,,,,,,,,,,,,,,,,,,
2021-09-16,7,6215,118,0.0189863234111021,10,4,30,7,15,12,30,0,0,0,0,0,0,11,10,,,,,,,,,,,,,,,,,,
2021-09-17,6,4896,105,0.0214460784313725,13,2,23,12,19,5,23,0,0,0,0,0,0,105,8,,,,,,,,,,,,,,,,,,
2021-09-18,5,2846,81,0.0284609978917779,12,4,17,3,15,0,21,0,0,0,0,0,0,22,9,,,,,,,,,,,,,,,,,,
2021-09-19,1,1199,26,0.0216847372810675,0,0,0,4,9,7,4,0,0,0,0,0,0,8,2,,,,,,,,,,,,,,,,,,
2021-09-20,20,20111,279,0.013873004823231,44,2,87,18,32,18,68,0,0,0,0,0,0,18,10,,,,,,,,,,,,,,,,,,
2021-09-21,7,9589,143,0.0149129210553759,16,4,24,5,21,3,64,0,0,0,0,0,0,10,6,,,,,,,,,,,,,,,,,,
2021-09-22,14,8845,229,0.0258903335217637,20,12,55,19,23,13,71,0,0,0,0,0,0,19,16,,,,,,,,,,,,,,,,,,
2021-09-23,14,8540,214,0.0250585480093676,13,8,49,28,23,14,53,0,0,0,0,0,0,57,26,,,,,,,,,,,,,,,,,,
2021-09-24,7,6255,160,0.0255795363709032,8,4,35,12,6,1,36,0,0,0,0,0,0,154,58,,,,,,,,,,,,,,,,,,
2021-09-25,1,1713,35,0.0204319906596614,3,0,5,1,2,4,8,0,0,0,0,0,0,19,12,,,,,,,,,,,,,,,,,,
2021-09-26,0,1241,18,0.0145044319097502,1,0,1,1,9,1,3,0,0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,
2021-09-27,7,5840,148,0.0253424657534246,7,3,29,11,22,4,29,0,0,0,0,0,0,149,43,,,,,,,,,,,,,,,,,,
2021-09-28,12,8534,161,0.0188657136161237,11,4,34,16,15,9,32,0,0,0,0,0,0,76,40,,,,,,,,,,,,,,,,,,
2021-09-29,19,12478,298,0.0238820323769834,20,15,66,21,34,19,82,0,0,0,0,0,0,52,41,,,,,,,,,,,,,,,,,,
2021-09-30,10,15520,137,0.0088273195876288,10,2,32,16,15,7,32,0,0,0,0,0,0,33,23,,,,,,,,,,,,,,,,,,
2021-10-01,9,8946,112,0.0125195618153364,11,4,26,21,11,4,24,0,0,0,0,0,0,34,11,,,,,,,,,,,,,,,,,,
2021-10-02,0,1243,10,0.0080450522928399,0,0,0,4,0,0,5,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-10-03,0,1439,16,0.0111188325225851,2,0,1,2,5,1,5,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-10-04,1,3118,39,0.0125080179602309,4,0,19,4,3,2,6,0,0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,
2021-10-05,0,1344,12,0.0089285714285714,1,0,3,1,0,0,1,0,0,0,0,0,0,7,6,,,,,,,,,,,,,,,,,,
2021-10-06,0,944,23,0.024364406779661,0,0,1,0,0,0,19,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
2021-10-07,1,1227,4,0.0032599837000814,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-10-08,0,647,6,0.0092735703245749,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-10-09,0,313,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,
2021-10-10,0,330,3,0.009090909090909,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-11,3,3374,91,0.0269709543568464,6,2,26,0,2,0,9,0,0,0,0,0,0,49,46,,,,,,,,,,,,,,,,,,
2021-10-12,2,2393,57,0.0238194734642707,4,2,12,6,2,2,7,0,0,0,0,0,0,23,22,,,,,,,,,,,,,,,,,,
2021-10-13,0,597,5,0.0083752093802345,0,0,1,0,0,0,1,0,0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,
2021-10-14,2,1685,15,0.0089020771513353,1,0,8,1,1,0,4,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-10-15,0,392,5,0.0127551020408163,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-10-16,0,198,1,0.005050505050505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-17,0,194,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-18,0,343,3,0.0087463556851311,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-19,2,1955,24,0.0122762148337595,5,1,12,3,2,0,1,0,0,0,0,0,0,198,0,,,,,,,,,,,,,,,,,,
2021-10-20,0,484,6,0.012396694214876,1,0,2,1,0,1,1,0,0,0,0,0,0,28,0,,,,,,,,,,,,,,,,,,
2021-10-21,1,1009,9,0.0089197224975222,1,0,4,2,0,2,0,0,0,0,0,0,0,15,0,,,,,,,,,,,,,,,,,,
2021-10-22,0,630,8,0.0126984126984126,2,0,2,0,0,0,3,0,0,0,1,0,0,7,0,,,,,,,,,,,,,,,,,,
2021-10-23,0,211,1,0.0047393364928909,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-10-24,0,197,2,0.0101522842639593,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-10-25,0,258,5,0.0193798449612403,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
2021-10-26,1,480,10,0.0208333333333333,0,0,3,0,0,1,4,0,0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,
2021-10-27,0,388,5,0.0128865979381443,0,0,1,0,1,0,2,0,0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,
2021-10-28,0,203,2,0.0098522167487684,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,
2021-10-29,0,164,2,0.0121951219512195,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
2021-10-30,0,173,2,0.0115606936416184,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-10-31,0,114,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-01,0,173,3,0.0173410404624277,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-11-02,0,243,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-03,0,172,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-04,0,170,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-05,0,285,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-06,0,145,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-07,0,210,3,0.0142857142857142,0,0,0,1,0,0,2,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,
2021-11-08,1,610,13,0.021311475409836,2,0,1,5,0,0,4,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,
2021-11-09,0,250,5,0.02,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-11-10,0,215,1,0.0046511627906976,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,
2021-11-11,1,548,14,0.0255474452554744,1,0,5,4,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
2021-11-12,0,206,2,0.0097087378640776,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-11-13,0,164,1,0.0060975609756097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
2021-11-14,1,1053,2,0.0018993352326685,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-15,0,601,14,0.0232945091514143,1,0,1,3,0,0,9,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
2021-11-16,0,245,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,
2021-11-17,0,216,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
2021-11-18,1,775,15,0.0193548387096774,1,0,4,2,0,1,5,0,0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,
2021-11-19,0,484,4,0.0082644628099173,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,
2021-11-20,0,174,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-11-21,0,162,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
